"","gender","state","cardholder","balance","numTrans","numIntlTrans","creditLine","fraudRisk","balance_q","credl_q","Segmento"
"8919",1,5,1,5000,6,0,4,0,"3","1","3"
"8920",1,29,1,3000,9,0,2,0,"2","1","3"
"8921",0,35,1,4000,53,14,3,0,"2","1","3"
"8922",1,36,1,0,23,13,4,0,"1","1","3"
"8923",0,21,1,0,18,10,15,0,"1","4","3"
"8924",1,41,1,20168,34,0,29,1,"4","4","1"
"8925",1,12,1,3957,31,0,12,0,"2","4","3"
"8926",0,5,1,4075,20,0,4,0,"2","1","3"
"8927",1,18,1,1253,11,0,5,0,"1","2","3"
"8928",1,35,1,5000,8,1,4,0,"3","1","3"
"8929",1,35,1,2756,7,7,10,0,"1","3","3"
"8930",1,5,1,0,1,17,5,0,"1","2","3"
"8931",1,22,1,0,8,0,13,0,"1","4","3"
"8932",0,20,1,8000,5,3,7,0,"4","3","2"
"8933",0,5,1,8000,20,1,7,0,"4","3","2"
"8934",1,4,1,10000,10,0,9,0,"4","3","2"
"8935",1,46,1,0,20,0,41,0,"1","4","3"
"8936",1,10,1,23813,7,11,30,1,"4","4","1"
"8937",1,36,1,4594,25,4,5,0,"3","2","3"
"8938",0,21,1,0,8,0,6,0,"1","2","3"
"8939",1,36,1,6000,26,4,5,0,"3","2","3"
"8940",0,48,1,3000,24,0,2,0,"2","1","3"
"8941",1,11,1,360,21,0,3,0,"1","1","3"
"8942",0,48,1,4608,16,4,6,0,"3","2","3"
"8943",1,15,1,7000,100,0,6,0,"3","2","3"
"8944",0,36,1,5000,53,0,4,0,"3","1","3"
"8945",0,45,1,0,13,0,6,0,"1","2","3"
"8946",1,16,1,5313,19,3,10,0,"3","3","3"
"8947",1,49,1,1249,25,0,38,0,"1","4","3"
"8948",1,36,1,0,52,0,2,0,"1","1","3"
"8949",1,10,1,3255,69,0,4,0,"2","1","3"
"8950",0,21,1,5435,25,0,5,0,"3","2","3"
"8951",1,44,1,3857,15,0,15,0,"2","4","3"
"8952",1,20,1,3000,19,0,2,0,"2","1","3"
"8953",1,32,1,0,35,0,5,0,"1","2","3"
"8954",1,10,1,0,51,0,13,0,"1","4","3"
"8955",0,44,1,5000,9,0,4,0,"3","1","3"
"8956",1,44,1,5000,30,0,4,0,"3","1","3"
"8957",1,45,1,0,30,0,5,0,"1","2","3"
"8958",0,5,1,9000,24,1,8,0,"4","3","2"
"8959",1,29,1,9617,11,6,10,0,"4","3","2"
"8960",0,11,1,12274,32,16,18,1,"4","4","1"
"8961",0,3,1,6000,7,1,5,0,"3","2","3"
"8962",1,44,1,8984,14,0,12,0,"4","4","1"
"8963",1,44,1,3000,55,0,2,0,"2","1","3"
"8964",0,21,1,3000,23,0,2,0,"2","1","3"
"8965",0,44,1,4572,38,5,10,0,"3","3","3"
"8966",0,10,1,9000,6,0,8,0,"4","3","2"
"8967",0,44,1,0,33,0,3,0,"1","1","3"
"8968",1,5,1,7020,9,10,17,0,"4","4","1"
"8969",0,32,1,0,47,0,4,0,"1","1","3"
"8970",1,28,1,4504,32,0,12,0,"3","4","2"
"8971",1,5,1,0,12,0,3,0,"1","1","3"
"8972",1,24,1,13518,14,7,22,1,"4","4","1"
"8973",0,50,1,3000,30,0,2,0,"2","1","3"
"8974",1,50,1,6000,17,1,5,0,"3","2","3"
"8975",1,38,1,7000,18,0,6,0,"3","2","3"
"8976",1,43,1,5666,100,0,19,1,"3","4","2"
"8977",1,49,1,8339,32,2,27,1,"4","4","1"
"8978",0,32,1,7168,25,0,14,0,"4","4","1"
"8979",1,5,1,582,8,0,22,0,"1","4","3"
"8980",1,44,1,4874,98,7,4,1,"3","1","3"
"8981",1,16,1,0,7,0,9,0,"1","3","3"
"8982",0,26,1,4000,28,6,3,0,"2","1","3"
"8983",1,2,1,0,52,0,53,1,"1","4","3"
"8984",0,17,1,5000,13,5,4,0,"3","1","3"
"8985",1,32,1,4000,24,0,3,0,"2","1","3"
"8986",1,19,1,5976,35,0,9,0,"3","3","3"
"8987",1,24,1,0,12,1,8,0,"1","3","3"
"8988",0,20,1,6000,4,0,5,0,"3","2","3"
"8989",1,16,1,965,11,0,4,0,"1","1","3"
"8990",0,21,1,8000,28,0,7,0,"4","3","2"
"8991",1,44,1,3462,100,0,4,0,"2","1","3"
"8992",1,11,1,0,66,0,11,0,"1","3","3"
"8993",1,48,1,2000,100,5,1,0,"1","1","3"
"8994",1,19,1,3000,5,0,2,0,"2","1","3"
"8995",0,14,1,0,66,3,4,0,"1","1","3"
"8996",0,11,1,5663,21,0,7,0,"3","3","3"
"8997",1,24,1,3000,9,3,2,0,"2","1","3"
"8998",1,15,1,0,8,12,4,0,"1","1","3"
"8999",1,51,1,3801,48,0,3,0,"2","1","3"
"9000",1,10,1,7115,9,0,14,0,"4","4","1"
"9001",1,15,1,0,1,0,14,0,"1","4","3"
"9002",1,21,1,1013,12,0,7,0,"1","3","3"
"9003",0,43,1,1886,20,0,20,0,"1","4","3"
"9004",0,15,1,9000,5,0,8,0,"4","3","2"
"9005",0,11,1,4876,4,5,23,0,"3","4","2"
"9006",1,49,1,2147,73,0,4,0,"1","1","3"
"9007",1,26,1,4000,8,0,3,0,"2","1","3"
"9008",1,15,1,3000,100,7,2,0,"2","1","3"
"9009",1,24,1,1794,81,0,9,0,"1","3","3"
"9010",0,15,1,0,27,8,19,0,"1","4","3"
"9011",1,44,1,5233,57,0,5,0,"3","2","3"
"9012",1,5,1,0,17,15,3,0,"1","1","3"
"9013",1,18,1,0,100,0,2,0,"1","1","3"
"9014",1,29,1,0,33,0,4,0,"1","1","3"
"9015",1,19,1,0,23,0,4,0,"1","1","3"
"9016",0,33,1,0,27,60,6,0,"1","2","3"
"9017",0,39,1,0,5,4,6,0,"1","2","3"
"9018",0,10,1,11000,26,10,10,0,"4","3","2"
"9019",0,5,1,0,8,0,4,0,"1","1","3"
"9020",1,37,1,0,56,0,9,0,"1","3","3"
"9021",1,21,1,12000,39,0,11,0,"4","3","2"
"9022",0,50,1,3901,7,0,6,0,"2","2","3"
"9023",1,11,1,1425,6,0,9,0,"1","3","3"
"9024",1,10,1,3000,27,0,2,0,"2","1","3"
"9025",0,35,1,3000,20,0,2,0,"2","1","3"
"9026",1,37,1,3000,4,0,2,0,"2","1","3"
"9027",0,29,1,0,6,0,16,0,"1","4","3"
"9028",0,17,1,4077,15,60,7,0,"2","3","3"
"9029",0,11,1,3000,4,0,2,0,"2","1","3"
"9030",0,15,1,7000,2,8,6,0,"3","2","3"
"9031",1,44,1,0,13,18,4,0,"1","1","3"
"9032",0,11,1,11000,33,0,10,1,"4","3","2"
"9033",0,44,1,5000,34,0,4,0,"3","1","3"
"9034",0,21,1,7369,4,0,45,0,"4","4","1"
"9035",1,5,1,0,8,0,7,0,"1","3","3"
"9036",0,15,1,12000,10,0,11,0,"4","3","2"
"9037",0,35,1,0,5,4,6,0,"1","2","3"
"9038",1,44,1,6282,89,0,7,0,"3","3","3"
"9039",1,35,1,0,9,0,8,0,"1","3","3"
"9040",0,10,1,0,100,0,7,0,"1","3","3"
"9041",1,16,1,4817,14,0,5,0,"3","2","3"
"9042",1,44,1,5893,15,0,8,0,"3","3","3"
"9043",1,7,1,8000,25,15,7,0,"4","3","2"
"9044",1,36,1,0,100,0,16,0,"1","4","3"
"9045",0,5,1,0,14,1,2,0,"1","1","3"
"9046",0,38,1,1599,10,4,12,0,"1","4","3"
"9047",0,5,1,5211,24,0,5,0,"3","2","3"
"9048",1,21,1,0,18,2,11,0,"1","3","3"
"9049",0,44,1,13201,8,0,18,0,"4","4","1"
"9050",0,10,1,3000,34,3,2,0,"2","1","3"
"9051",1,48,1,3741,17,0,8,0,"2","3","3"
"9052",1,10,1,4000,7,1,3,0,"2","1","3"
"9053",1,39,1,4000,13,3,3,0,"2","1","3"
"9054",1,35,1,3000,60,0,2,0,"2","1","3"
"9055",1,30,1,0,36,0,25,0,"1","4","3"
"9056",0,39,1,0,22,2,8,0,"1","3","3"
"9057",0,5,1,9000,6,2,8,0,"4","3","2"
"9058",1,15,1,0,17,4,4,0,"1","1","3"
"9059",1,10,1,4000,100,0,3,0,"2","1","3"
"9060",0,2,1,5000,7,0,4,0,"3","1","3"
"9061",0,15,1,5000,100,0,4,1,"3","1","3"
"9062",1,36,1,2904,100,0,15,0,"2","4","3"
"9063",0,48,1,0,26,10,4,0,"1","1","3"
"9064",0,38,1,49,38,3,5,0,"1","2","3"
"9065",1,39,1,7000,33,0,6,0,"3","2","3"
"9066",0,35,1,12000,17,4,11,1,"4","3","2"
"9067",1,17,1,7000,24,11,6,0,"3","2","3"
"9068",1,5,1,0,31,9,34,0,"1","4","3"
"9069",1,44,1,8000,4,0,7,0,"4","3","2"
"9070",1,15,1,12367,36,3,14,0,"4","4","1"
"9071",1,32,1,5000,100,14,4,0,"3","1","3"
"9072",1,10,1,0,61,10,2,0,"1","1","3"
"9073",0,27,1,0,13,0,3,0,"1","1","3"
"9074",1,48,1,3000,66,0,2,0,"2","1","3"
"9075",1,32,1,0,100,0,9,0,"1","3","3"
"9076",0,6,1,4786,31,0,7,0,"3","3","3"
"9077",1,39,1,3359,20,0,6,0,"2","2","3"
"9078",1,49,1,0,73,8,3,0,"1","1","3"
"9079",1,14,1,0,100,8,4,0,"1","1","3"
"9080",1,36,1,5000,77,4,4,0,"3","1","3"
"9081",1,4,1,0,58,0,1,0,"1","1","3"
"9082",1,35,1,8110,7,0,8,0,"4","3","2"
"9083",1,33,1,6870,11,15,7,0,"3","3","3"
"9084",0,6,1,1076,3,1,21,0,"1","4","3"
"9085",0,5,1,0,53,4,9,0,"1","3","3"
"9086",1,48,1,3948,24,7,13,0,"2","4","3"
"9087",0,5,1,0,12,8,7,0,"1","3","3"
"9088",0,10,1,9106,45,0,10,0,"4","3","2"
"9089",1,6,1,4000,68,7,3,0,"2","1","3"
"9090",0,32,1,0,10,27,21,0,"1","4","3"
"9091",1,44,1,2036,57,2,3,0,"1","1","3"
"9092",1,14,1,9000,19,0,8,0,"4","3","2"
"9093",0,10,1,4480,7,0,9,0,"3","3","3"
"9094",1,25,1,8107,27,0,8,0,"4","3","2"
"9095",0,44,1,5000,15,0,4,0,"3","1","3"
"9096",0,44,1,7000,2,0,6,0,"3","2","3"
"9097",1,34,1,3000,8,0,2,0,"2","1","3"
"9098",0,5,1,3000,2,15,2,0,"2","1","3"
"9099",1,23,0,4000,12,0,3,0,"2","1","3"
"9100",0,41,1,0,100,7,9,0,"1","3","3"
"9101",1,22,1,3000,48,0,2,0,"2","1","3"
"9102",0,36,1,0,100,0,30,0,"1","4","3"
"9103",1,5,1,2645,8,0,7,0,"1","3","3"
"9104",1,45,1,0,21,0,4,0,"1","1","3"
"9105",0,4,1,5198,24,4,8,0,"3","3","3"
"9106",0,3,1,6000,100,1,5,0,"3","2","3"
"9107",0,44,1,0,25,0,13,0,"1","4","3"
"9108",1,36,1,7000,59,2,6,0,"3","2","3"
"9109",1,17,1,3882,41,6,6,0,"2","2","3"
"9110",0,6,1,4890,77,0,8,0,"3","3","3"
"9111",1,36,1,1543,100,3,7,0,"1","3","3"
"9112",1,23,1,0,22,0,12,0,"1","4","3"
"9113",0,18,1,0,22,3,14,0,"1","4","3"
"9114",1,24,1,3986,1,0,24,0,"2","4","3"
"9115",1,46,1,3000,19,0,2,0,"2","1","3"
"9116",1,37,1,8000,15,36,7,0,"4","3","2"
"9117",0,39,1,3000,5,5,2,0,"2","1","3"
"9118",0,36,1,3414,5,38,9,0,"2","3","3"
"9119",0,11,1,0,9,0,4,0,"1","1","3"
"9120",1,23,1,1547,14,14,4,0,"1","1","3"
"9121",1,5,1,6000,8,0,5,0,"3","2","3"
"9122",0,24,1,6000,4,12,5,0,"3","2","3"
"9123",1,19,1,8511,20,21,46,0,"4","4","1"
"9124",1,5,1,1450,71,0,7,0,"1","3","3"
"9125",0,46,1,7000,8,8,6,0,"3","2","3"
"9126",1,44,1,6286,2,1,25,0,"3","4","2"
"9127",0,32,1,4864,22,0,4,0,"3","1","3"
"9128",1,30,1,2000,12,0,1,0,"1","1","3"
"9129",0,39,1,5000,45,0,4,0,"3","1","3"
"9130",1,10,1,2998,13,0,4,0,"2","1","3"
"9131",1,4,1,6000,30,0,5,0,"3","2","3"
"9132",0,43,1,8000,6,0,7,0,"4","3","2"
"9133",1,5,1,0,12,13,4,0,"1","1","3"
"9134",0,51,1,9000,74,0,8,0,"4","3","2"
"9135",1,23,1,0,17,0,11,0,"1","3","3"
"9136",1,5,1,3000,9,0,2,0,"2","1","3"
"9137",1,18,1,4000,6,6,3,0,"2","1","3"
"9138",1,29,1,4234,25,0,17,0,"2","4","3"
"9139",1,25,0,9000,100,0,8,0,"4","3","2"
"9140",0,5,1,2079,65,0,3,0,"1","1","3"
"9141",1,36,1,0,17,0,1,0,"1","1","3"
"9142",1,1,1,0,22,0,4,0,"1","1","3"
"9143",0,36,1,7000,44,5,6,0,"3","2","3"
"9144",1,17,1,0,34,0,2,0,"1","1","3"
"9145",1,36,1,9233,32,0,15,0,"4","4","1"
"9146",1,41,1,0,11,24,5,0,"1","2","3"
"9147",1,5,1,5000,3,0,4,0,"3","1","3"
"9148",0,23,1,4000,5,0,3,0,"2","1","3"
"9149",1,39,1,0,7,5,6,0,"1","2","3"
"9150",0,35,1,5000,18,3,4,0,"3","1","3"
"9151",1,22,1,1220,41,1,31,0,"1","4","3"
"9152",1,43,1,10359,56,16,30,0,"4","4","1"
"9153",0,1,1,3000,8,8,2,0,"2","1","3"
"9154",0,29,1,6000,14,15,5,0,"3","2","3"
"9155",1,3,1,3000,31,13,2,0,"2","1","3"
"9156",1,11,1,1679,100,0,6,0,"1","2","3"
"9157",1,37,1,102,13,0,14,0,"1","4","3"
"9158",1,10,1,6099,12,23,9,0,"3","3","3"
"9159",0,5,1,10000,14,3,9,0,"4","3","2"
"9160",1,38,1,4000,3,0,3,0,"2","1","3"
"9161",1,45,1,0,16,0,3,0,"1","1","3"
"9162",1,3,1,3000,26,2,2,0,"2","1","3"
"9163",1,44,0,0,94,0,7,0,"1","3","3"
"9164",1,5,1,0,9,24,7,0,"1","3","3"
"9165",0,48,1,1378,4,0,6,0,"1","2","3"
"9166",1,32,1,1264,77,22,12,0,"1","4","3"
"9167",1,17,1,11000,7,0,10,0,"4","3","2"
"9168",1,19,1,8000,14,0,7,0,"4","3","2"
"9169",0,23,1,0,37,0,23,0,"1","4","3"
"9170",0,43,1,0,45,0,9,0,"1","3","3"
"9171",0,36,1,9143,19,0,18,0,"4","4","1"
"9172",1,6,1,0,10,2,7,0,"1","3","3"
"9173",0,36,1,0,20,12,5,0,"1","2","3"
"9174",1,44,1,0,9,0,12,0,"1","4","3"
"9175",0,5,1,5750,10,14,8,0,"3","3","3"
"9176",1,5,1,4000,91,0,3,0,"2","1","3"
"9177",1,11,1,0,1,5,6,0,"1","2","3"
"9178",0,5,1,560,61,0,2,0,"1","1","3"
"9179",1,26,1,3887,100,0,12,0,"2","4","3"
"9180",0,49,1,0,60,13,3,0,"1","1","3"
"9181",0,32,1,7245,16,0,7,0,"4","3","2"
"9182",0,36,1,0,54,5,7,0,"1","3","3"
"9183",1,29,1,4000,48,0,3,0,"2","1","3"
"9184",1,11,1,0,49,2,29,0,"1","4","3"
"9185",0,10,1,0,10,6,3,0,"1","1","3"
"9186",1,10,1,9510,7,2,16,0,"4","4","1"
"9187",1,35,1,1291,12,0,4,0,"1","1","3"
"9188",1,5,1,2065,19,6,14,0,"1","4","3"
"9189",0,29,1,5798,18,8,5,0,"3","2","3"
"9190",0,10,1,0,66,0,3,0,"1","1","3"
"9191",1,11,1,0,7,17,16,0,"1","4","3"
"9192",1,19,1,0,77,6,2,0,"1","1","3"
"9193",1,8,1,4000,15,3,3,0,"2","1","3"
"9194",1,7,1,3000,28,0,2,0,"2","1","3"
"9195",1,39,1,12996,13,0,19,0,"4","4","1"
"9196",0,41,1,3512,6,1,3,0,"2","1","3"
"9197",1,10,1,3000,49,0,2,0,"2","1","3"
"9198",0,44,1,0,24,0,15,0,"1","4","3"
"9199",0,44,1,4000,11,0,3,0,"2","1","3"
"9200",1,32,1,8000,10,0,7,0,"4","3","2"
"9201",1,36,1,5689,9,0,20,0,"3","4","2"
"9202",0,44,1,6000,16,3,5,0,"3","2","3"
"9203",1,10,1,6000,7,0,5,0,"3","2","3"
"9204",0,20,1,16922,2,3,52,0,"4","4","1"
"9205",1,49,1,0,78,4,5,0,"1","2","3"
"9206",0,44,1,10587,77,0,19,1,"4","4","1"
"9207",0,7,1,8000,30,0,7,0,"4","3","2"
"9208",0,36,1,11000,6,0,10,0,"4","3","2"
"9209",1,5,1,406,4,5,6,0,"1","2","3"
"9210",0,46,1,11000,6,0,10,0,"4","3","2"
"9211",0,44,1,0,93,0,2,0,"1","1","3"
"9212",0,36,1,0,16,0,25,0,"1","4","3"
"9213",0,17,1,0,9,0,51,0,"1","4","3"
"9214",1,16,1,0,30,7,17,0,"1","4","3"
"9215",1,10,1,7000,19,0,6,0,"3","2","3"
"9216",0,10,1,2000,4,4,1,0,"1","1","3"
"9217",1,41,1,4163,7,0,6,0,"2","2","3"
"9218",0,51,1,0,35,31,9,0,"1","3","3"
"9219",1,44,1,6000,1,4,5,0,"3","2","3"
"9220",0,24,1,13336,36,4,30,1,"4","4","1"
"9221",0,11,1,7533,100,1,7,1,"4","3","2"
"9222",0,11,1,946,26,0,9,0,"1","3","3"
"9223",1,29,1,4774,28,0,8,0,"3","3","3"
"9224",1,11,1,6000,14,5,5,0,"3","2","3"
"9225",1,18,1,0,15,0,35,0,"1","4","3"
"9226",0,48,1,0,9,0,7,0,"1","3","3"
"9227",1,25,1,0,36,1,7,0,"1","3","3"
"9228",1,37,1,7000,12,1,6,0,"3","2","3"
"9229",0,3,1,1688,71,0,10,0,"1","3","3"
"9230",1,5,1,4000,22,5,3,0,"2","1","3"
"9231",0,36,1,3000,31,7,2,0,"2","1","3"
"9232",1,38,1,2243,20,0,4,0,"1","1","3"
"9233",0,6,1,2000,6,0,1,0,"1","1","3"
"9234",1,28,1,7075,38,0,9,0,"4","3","2"
"9235",0,25,1,0,87,0,2,0,"1","1","3"
"9236",1,18,1,0,7,0,5,0,"1","2","3"
"9237",0,28,1,9626,32,4,13,1,"4","4","1"
"9238",1,38,1,0,3,0,27,0,"1","4","3"
"9239",1,43,1,316,1,0,17,0,"1","4","3"
"9240",1,16,1,3236,12,7,13,0,"2","4","3"
"9241",1,44,0,10000,100,15,9,1,"4","3","2"
"9242",1,35,1,3898,100,0,6,0,"2","2","3"
"9243",1,5,1,4783,17,0,4,0,"3","1","3"
"9244",0,19,1,8000,25,0,7,0,"4","3","2"
"9245",1,11,1,7000,4,0,6,0,"3","2","3"
"9246",1,23,1,12000,16,9,11,0,"4","3","2"
"9247",0,39,1,0,11,1,11,0,"1","3","3"
"9248",1,17,1,0,2,0,3,0,"1","1","3"
"9249",1,2,1,10795,1,0,20,0,"4","4","1"
"9250",1,48,1,2965,1,0,10,0,"2","3","3"
"9251",1,21,1,0,26,12,2,0,"1","1","3"
"9252",1,4,1,3653,47,0,4,0,"2","1","3"
"9253",0,48,1,4000,42,20,3,0,"2","1","3"
"9254",0,35,1,3000,52,2,2,0,"2","1","3"
"9255",1,19,1,9000,29,10,8,0,"4","3","2"
"9256",0,5,1,6000,3,7,5,0,"3","2","3"
"9257",1,37,1,7000,4,0,6,0,"3","2","3"
"9258",1,44,1,0,34,0,27,0,"1","4","3"
"9259",1,5,1,1690,15,60,6,0,"1","2","3"
"9260",1,35,1,0,4,0,4,0,"1","1","3"
"9261",1,24,1,8000,4,7,7,0,"4","3","2"
"9262",1,15,1,0,28,4,7,0,"1","3","3"
"9263",0,48,1,7000,46,0,6,0,"3","2","3"
"9264",1,29,1,0,23,0,6,0,"1","2","3"
"9265",1,46,1,2624,40,0,27,0,"1","4","3"
"9266",0,35,1,19064,82,53,43,1,"4","4","1"
"9267",1,35,1,4000,26,0,3,0,"2","1","3"
"9268",1,37,1,0,18,1,14,0,"1","4","3"
"9269",0,6,1,10768,7,0,10,0,"4","3","2"
"9270",1,16,1,4789,16,0,9,0,"3","3","3"
"9271",1,15,1,3000,25,0,2,0,"2","1","3"
"9272",1,15,1,4917,5,0,5,0,"3","2","3"
"9273",1,38,1,0,10,0,3,0,"1","1","3"
"9274",1,18,1,8000,30,0,7,0,"4","3","2"
"9275",1,44,1,0,5,0,5,0,"1","2","3"
"9276",1,10,1,2311,74,0,13,0,"1","4","3"
"9277",1,25,1,783,6,21,27,0,"1","4","3"
"9278",0,15,1,4000,31,2,3,0,"2","1","3"
"9279",0,5,1,5000,4,39,4,0,"3","1","3"
"9280",1,47,1,0,12,2,4,0,"1","1","3"
"9281",1,5,1,5879,9,0,6,0,"3","2","3"
"9282",1,24,1,0,24,8,5,0,"1","2","3"
"9283",1,39,1,5065,1,0,9,0,"3","3","3"
"9284",0,5,1,4000,11,0,3,0,"2","1","3"
"9285",1,6,1,0,20,1,2,0,"1","1","3"
"9286",1,44,0,7000,53,0,6,0,"3","2","3"
"9287",0,11,1,5034,23,0,16,0,"3","4","2"
"9288",0,14,1,0,14,0,5,0,"1","2","3"
"9289",0,28,1,3000,14,0,2,0,"2","1","3"
"9290",0,10,1,0,23,19,3,0,"1","1","3"
"9291",1,35,1,0,11,1,7,0,"1","3","3"
"9292",0,43,1,3648,48,7,4,0,"2","1","3"
"9293",1,32,1,0,2,0,7,0,"1","3","3"
"9294",1,7,1,0,54,0,6,0,"1","2","3"
"9295",1,33,1,9000,23,6,8,0,"4","3","2"
"9296",0,5,1,4033,18,10,5,0,"2","2","3"
"9297",1,13,1,7000,65,0,6,0,"3","2","3"
"9298",1,32,1,3000,20,0,2,0,"2","1","3"
"9299",1,5,1,8022,39,27,20,1,"4","4","1"
"9300",0,43,1,6259,6,2,39,0,"3","4","2"
"9301",0,46,1,116,2,0,2,0,"1","1","3"
"9302",1,23,1,0,100,1,7,0,"1","3","3"
"9303",1,39,1,0,3,0,3,0,"1","1","3"
"9304",0,5,1,0,16,0,2,0,"1","1","3"
"9305",1,16,1,0,58,0,7,0,"1","3","3"
"9306",0,38,1,4000,12,0,3,0,"2","1","3"
"9307",0,5,1,10000,3,2,9,0,"4","3","2"
"9308",0,48,1,6467,14,0,9,0,"3","3","3"
"9309",1,35,1,0,51,4,3,0,"1","1","3"
"9310",0,44,1,7000,11,0,6,0,"3","2","3"
"9311",0,5,1,4000,46,9,3,0,"2","1","3"
"9312",1,34,1,18170,36,1,18,1,"4","4","1"
"9313",0,44,1,2563,35,55,2,0,"1","1","3"
"9314",0,2,0,0,17,5,10,0,"1","3","3"
"9315",1,23,1,5000,21,5,4,0,"3","1","3"
"9316",0,11,1,2599,5,3,10,0,"1","3","3"
"9317",1,19,1,570,2,0,5,0,"1","2","3"
"9318",0,35,1,5000,57,0,4,0,"3","1","3"
"9319",1,21,1,3000,36,30,2,0,"2","1","3"
"9320",0,43,1,7964,26,0,9,0,"4","3","2"
"9321",1,19,1,0,19,0,10,0,"1","3","3"
"9322",1,46,1,1666,11,0,4,0,"1","1","3"
"9323",1,44,1,6000,21,0,5,0,"3","2","3"
"9324",1,33,1,542,6,14,20,0,"1","4","3"
"9325",0,37,1,4768,33,0,4,0,"3","1","3"
"9326",1,44,1,4000,7,0,3,0,"2","1","3"
"9327",1,2,1,0,4,11,2,0,"1","1","3"
"9328",0,44,1,3000,30,4,2,0,"2","1","3"
"9329",0,25,1,0,10,1,11,0,"1","3","3"
"9330",0,43,1,8603,7,3,14,0,"4","4","1"
"9331",0,51,1,0,40,11,14,0,"1","4","3"
"9332",0,21,1,6273,21,0,21,1,"3","4","2"
"9333",1,9,1,5019,5,0,16,0,"3","4","2"
"9334",1,5,1,6000,12,0,5,0,"3","2","3"
"9335",0,46,1,1932,100,2,4,0,"1","1","3"
"9336",1,5,1,6000,100,0,5,0,"3","2","3"
"9337",0,34,1,7000,21,9,6,0,"3","2","3"
"9338",0,31,1,6000,67,0,5,0,"3","2","3"
"9339",0,41,1,3000,52,6,2,0,"2","1","3"
"9340",1,29,1,5000,52,2,4,0,"3","1","3"
"9341",1,46,1,6718,29,8,15,0,"3","4","2"
"9342",1,35,1,9000,18,11,8,0,"4","3","2"
"9343",0,32,1,0,13,1,13,0,"1","4","3"
"9344",1,35,1,5000,45,5,4,0,"3","1","3"
"9345",1,21,1,7000,8,6,6,0,"3","2","3"
"9346",0,5,1,7000,17,3,6,0,"3","2","3"
"9347",0,5,0,20155,16,2,43,1,"4","4","1"
"9348",1,38,1,932,10,0,4,0,"1","1","3"
"9349",1,31,1,16738,35,2,29,0,"4","4","1"
"9350",0,12,1,0,24,1,4,0,"1","1","3"
"9351",1,29,1,10000,18,0,9,0,"4","3","2"
"9352",0,12,1,3000,12,0,2,0,"2","1","3"
"9353",1,5,1,7000,10,1,6,0,"3","2","3"
"9354",0,34,1,0,41,0,8,0,"1","3","3"
"9355",0,5,1,0,22,0,5,0,"1","2","3"
"9356",1,2,1,4000,24,0,3,0,"2","1","3"
"9357",0,48,1,0,64,7,4,0,"1","1","3"
"9358",1,46,1,7000,18,0,6,0,"3","2","3"
"9359",0,5,1,110,26,0,2,0,"1","1","3"
"9360",0,32,1,10000,4,2,9,0,"4","3","2"
"9361",1,35,1,0,16,0,3,0,"1","1","3"
"9362",1,37,1,0,9,0,8,0,"1","3","3"
"9363",0,7,1,1342,12,0,29,0,"1","4","3"
"9364",0,49,1,2714,37,1,4,0,"1","1","3"
"9365",1,11,1,0,1,1,9,0,"1","3","3"
"9366",1,44,1,11000,9,4,10,0,"4","3","2"
"9367",1,35,1,9000,14,15,8,0,"4","3","2"
"9368",1,43,1,5000,37,0,4,0,"3","1","3"
"9369",0,35,1,3818,22,29,28,0,"2","4","3"
"9370",1,11,1,9912,9,3,11,0,"4","3","2"
"9371",1,44,1,5000,4,0,4,0,"3","1","3"
"9372",1,11,1,9726,86,0,29,1,"4","4","1"
"9373",1,29,1,0,6,0,22,0,"1","4","3"
"9374",1,45,1,3371,8,0,9,0,"2","3","3"
"9375",1,24,1,5000,25,0,4,0,"3","1","3"
"9376",1,15,1,0,7,0,18,0,"1","4","3"
"9377",0,5,1,0,60,15,5,0,"1","2","3"
"9378",1,32,1,3000,82,1,2,0,"2","1","3"
"9379",1,44,1,5000,9,15,4,0,"3","1","3"
"9380",0,3,1,2361,3,0,7,0,"1","3","3"
"9381",0,44,1,266,100,8,21,0,"1","4","3"
"9382",1,34,1,0,19,1,4,0,"1","1","3"
"9383",1,49,1,14409,20,0,18,0,"4","4","1"
"9384",1,44,1,5980,24,4,10,0,"3","3","3"
"9385",1,5,1,696,18,7,4,0,"1","1","3"
"9386",1,11,1,7605,3,0,32,0,"4","4","1"
"9387",1,20,1,2535,3,0,3,0,"1","1","3"
"9388",1,36,1,1102,26,53,4,0,"1","1","3"
"9389",1,41,1,10207,64,0,14,0,"4","4","1"
"9390",1,5,1,7598,46,1,8,0,"4","3","2"
"9391",1,21,1,11000,6,0,10,0,"4","3","2"
"9392",0,43,1,3515,22,8,6,0,"2","2","3"
"9393",1,35,1,0,15,5,12,0,"1","4","3"
"9394",1,25,1,16283,2,55,16,1,"4","4","1"
"9395",1,43,1,0,61,0,9,0,"1","3","3"
"9396",1,32,1,3042,3,5,7,0,"2","3","3"
"9397",1,44,1,56,10,0,8,0,"1","3","3"
"9398",1,44,1,7708,8,0,15,0,"4","4","1"
"9399",1,15,1,3578,7,0,5,0,"2","2","3"
"9400",1,23,1,3000,60,0,2,0,"2","1","3"
"9401",0,28,1,11564,8,0,14,0,"4","4","1"
"9402",1,43,1,5000,48,0,4,0,"3","1","3"
"9403",0,2,1,1929,36,5,4,0,"1","1","3"
"9404",0,5,1,824,7,0,8,0,"1","3","3"
